Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
LSR,ENSG00000105699.16,98.831,29.97,1.689,2.5899999999999997e-188
HPN,ENSG00000105707.13,29.331,5.78,2.161,1.48e-60
SIPA1L3,ENSG00000105738.10,20.21,6.76,1.451,2.02e-98
H2AFV,ENSG00000105968.18,164.141,66.348,1.294,4.59e-245
WNT2,ENSG00000105989.8,4.61,1.38,1.237,8.02e-46
RPA3,ENSG00000106399.11,43.251,19.32,1.123,6.53e-158
TMEM106B,ENSG00000106460.18,25.291,11.8,1.038,1.31e-59
EZH2,ENSG00000106462.10,10.19,2.74,1.581,8.85e-154
TSPAN13,ENSG00000106537.7,165.845,50.101,1.707,1.85e-84
TRIM14,ENSG00000106785.14,18.72,7.25,1.257,1.51e-99
PLGRKT,ENSG00000107020.9,45.809,21.201,1.076,3.94e-87
GATA3,ENSG00000107485.15,251.793,46.921,2.399,8.08e-63
UNC5B,ENSG00000107731.12,13.17,2.68,1.945,2.4e-153
NEURL1,ENSG00000107954.10,2.21,0.33,1.271,1.04e-50
UBE2S,ENSG00000108106.13,44.622,9.72,2.089,5.860000000000001e-208
SYNGR2,ENSG00000108639.7,245.315,108.352,1.172,3.62e-138
LRRC59,ENSG00000108829.9,79.192,32.019,1.28,1.26e-130
SLC16A6,ENSG00000108932.11,6.87,1.57,1.615,1.16e-50
SLC9A3R1,ENSG00000109062.9,267.871,55.931,2.24,2.48e-134
TMEM97,ENSG00000109084.13,18.53,4.91,1.725,9.770000000000001e-125
TMEM33,ENSG00000109133.12,24.289,9.64,1.249,5.4799999999999994e-89
KIAA1211,ENSG00000109265.12,1.42,0.13,1.099,3e-75
TBC1D9,ENSG00000109436.7,84.132,29.171,1.497,1.78e-19
GALNT7,ENSG00000109586.11,33.011,11.79,1.411,2.24e-56
NEIL3,ENSG00000109674.3,1.45,0.05,1.222,4.87e-140
NCAPG,ENSG00000109805.9,6.41,0.41,2.394,3.2400000000000002e-201
UGDH,ENSG00000109814.11,49.381,19.46,1.3,6.1799999999999996e-40
MTCH2,ENSG00000109919.9,92.86,43.761,1.068,1.73e-157
HSPA8,ENSG00000109971.13,878.804,375.95,1.223,2.14e-78
MDK,ENSG00000110492.15,246.987,106.218,1.21,4.17e-68
SELPLG,ENSG00000110876.9,14.52,5.9,1.169,1.49e-55
KRT18,ENSG00000111057.10,791.419,171.527,2.199,1.34e-150
PPM1H,ENSG00000111110.11,8.53,2.85,1.308,4.08e-62
MAGOHB,ENSG00000111196.9,32.251,13.92,1.156,5.45e-167
FOXM1,ENSG00000111206.12,17.09,1.42,2.902,2.19e-207
RAD51AP1,ENSG00000111247.14,7.83,1.46,1.844,6.49e-148
OAS3,ENSG00000111331.12,19.7,6.49,1.467,1.91e-77
OAS2,ENSG00000111335.12,24.11,7.35,1.588,2.6300000000000003e-72
SLC38A1,ENSG00000111371.15,56.779,17.67,1.63,2.4299999999999998e-60
TIMELESS,ENSG00000111602.11,14.82,5.44,1.297,5.8e-144
GAPDH,ENSG00000111640.14,2525.756,1147.437,1.138,2.88e-132
SLC39A7,ENSG00000112473.16,132.614,64.74,1.023,3.0000000000000004e-124
PTK7,ENSG00000112655.15,58.282,28.111,1.026,1.22e-60
TTK,ENSG00000112742.9,4.91,0.43,2.047,1.6800000000000002e-164
LY86,ENSG00000112799.8,8.97,2.81,1.388,9.19e-94
KIF20A,ENSG00000112984.11,10.86,0.45,3.032,5.41e-245
MRPS30,ENSG00000112996.9,40.881,19.03,1.064,1.14e-53
GZMK,ENSG00000113088.5,3.74,1.08,1.188,1.95e-36
SPARC,ENSG00000113140.10,2099.455,1004.804,1.062,3.21e-28
LMNB1,ENSG00000113368.11,30.439,3.37,2.847,6.979999999999999e-233
PRLR,ENSG00000113494.16,25.06,5.22,2.067,1.5599999999999998e-82
H2AFY,ENSG00000113648.16,192.39,90.553,1.079,3.63e-180
ERGIC1,ENSG00000113719.15,156.779,76.872,1.019,2.02e-59
SMC4,ENSG00000113810.15,29.161,10.48,1.394,1.01e-114
PCCB,ENSG00000114054.13,42.039,17.701,1.203,1.3e-127
PODXL2,ENSG00000114631.10,21.891,6.36,1.637,1.1200000000000001e-88
MRPL3,ENSG00000114686.8,87.912,43.209,1.008,5.2600000000000005e-155
PSMD14,ENSG00000115233.11,48.519,23.4,1.021,9.63e-165
REEP6,ENSG00000115255.10,39.151,15.62,1.273,4.86e-16
FN1,ENSG00000115414.18,1215.892,151.166,2.999,2.16e-183
STAT1,ENSG00000115415.18,89.902,32.651,1.434,1.89e-79
PDCL3,ENSG00000115539.13,34.401,15.51,1.1,5.21e-198
HSPE1,ENSG00000115541.10,225.908,102.401,1.134,1.52e-141
MLPH,ENSG00000115648.13,241.653,72.488,1.723,3.45e-15
SDC1,ENSG00000115884.10,128.141,19.061,2.687,5.6299999999999995e-176
SLC1A4,ENSG00000115902.10,26.48,6.98,1.784,8.12e-88
MSH6,ENSG00000116062.14,29.97,14.02,1.044,1.14e-77
RALGPS2,ENSG00000116191.17,14.03,4.92,1.344,2.83e-48
KIAA1324,ENSG00000116299.16,129.921,44.059,1.539,1.17e-62
LAMTOR2,ENSG00000116586.11,147.789,56.7,1.367,9.07e-183
FBXO6,ENSG00000116663.10,16.53,7.45,1.053,2.34e-123
TMEM9,ENSG00000116857.16,130.607,53.779,1.265,3.53e-168
KMO,ENSG00000117009.11,3.27,0.57,1.443,3.31e-60
MFAP2,ENSG00000117122.13,64.65,19.521,1.678,2.63e-71
KDM5B,ENSG00000117139.16,37.139,15.81,1.182,3.1e-97
RGS4,ENSG00000117152.13,5.32,1.18,1.536,7.640000000000001e-71
SSX2IP,ENSG00000117155.16,10.14,2.05,1.869,2.14e-148
RBBP5,ENSG00000117222.13,13.24,5.64,1.101,1.6e-96
GALE,ENSG00000117308.14,35.471,14.12,1.27,1.49e-120
SLC2A1,ENSG00000117394.19,61.571,27.82,1.118,3.66e-67
PRDX1,ENSG00000117450.13,619.301,276.953,1.158,2.72e-149
TSPAN1,ENSG00000117472.9,52.639,7.11,2.725,1.67e-59
TNFSF4,ENSG00000117586.10,2.46,0.49,1.215,1.4800000000000001e-105
IRF6,ENSG00000117595.10,45.759,21.45,1.058,5.49e-76
STMN1,ENSG00000117632.20,220.861,56.148,1.957,3.33e-169
NEK2,ENSG00000117650.12,15.87,0.26,3.743,5.38e-303
MUC5B,ENSG00000117983.17,3.19,0.95,1.103,9.43e-23
KIF14,ENSG00000118193.11,1.57,0.07,1.264,4.9900000000000005e-121
MREG,ENSG00000118242.15,23.25,8.07,1.419,1.7800000000000002e-73
MYB,ENSG00000118513.18,34.451,9.17,1.801,2.5e-53
VAMP8,ENSG00000118640.10,254.619,97.517,1.376,4.2099999999999996e-216
RPN2,ENSG00000118705.16,276.607,112.103,1.295,1.77e-179
SPP1,ENSG00000118785.13,135.918,24.781,2.409,2.03e-79
WDR34,ENSG00000119333.11,65.412,26.06,1.295,5.660000000000001e-163
SET,ENSG00000119335.16,284.443,119.809,1.24,2.1e-105
PPP2R4,ENSG00000119383.19,159.133,62.318,1.339,6.4199999999999995e-170
GPR68,ENSG00000119714.10,5.1,1.75,1.149,6.1e-76
EPCAM,ENSG00000119888.10,217.307,28.839,2.871,1.2300000000000001e-200
HELLS,ENSG00000119969.14,6.22,1.65,1.446,1.11e-139
PDZD11,ENSG00000120509.10,61.999,28.779,1.081,4.6e-175
HSPH1,ENSG00000120694.19,59.97,27.729,1.086,1.18e-94
PLS1,ENSG00000120756.12,5.5,1.72,1.257,1.95e-56
LYPLA1,ENSG00000120992.17,58.989,24.24,1.249,9.29e-75
NCAPH,ENSG00000121152.9,8.64,0.84,2.389,3.93e-206
MND1,ENSG00000121211.7,4.65,0.48,1.933,4.9300000000000005e-161
KIF18A,ENSG00000121621.6,2.55,0.27,1.483,5.22e-144
TMEM54,ENSG00000121900.18,72.67,30.45,1.228,7.3e-141
GPSM2,ENSG00000121957.12,11.61,4.49,1.2,3.65e-90
INHBA,ENSG00000122641.9,13.53,0.97,2.883,1.4100000000000001e-192
PLAU,ENSG00000122861.15,40.29,17.95,1.124,5.86e-56
ZWINT,ENSG00000122952.16,34.489,3.27,3.055,4.9e-281
NLN,ENSG00000123213.22,13.5,5.05,1.261,1.47e-84
HOXC13,ENSG00000123364.4,4.86,0.16,2.337,7.87e-116
HOXC11,ENSG00000123388.4,3.28,0.1,1.96,6.83e-83
TUBA1B,ENSG00000123416.15,799.968,397.909,1.006,9.6e-109
STIL,ENSG00000123473.15,3.74,0.77,1.421,1.2099999999999998e-126
HJURP,ENSG00000123485.11,5.85,0.38,2.311,3.13e-202
TNFAIP6,ENSG00000123610.4,10.56,4.48,1.077,8.160000000000001e-29
PREX1,ENSG00000124126.13,35.951,17.46,1.001,2.03e-18
PARD6B,ENSG00000124171.8,7.23,1.52,1.707,3.2000000000000005e-79
KCNK15,ENSG00000124249.6,6.1,1.83,1.327,3.89e-28
LYPD3,ENSG00000124466.8,29.57,12.27,1.204,7.680000000000001e-73
HIST1H2BJ,ENSG00000124635.8,4.14,1.15,1.257,1.06e-51
SPDEF,ENSG00000124664.10,124.292,27.07,2.158,2.93e-50
SOX4,ENSG00000124766.5,40.89,15.63,1.333,9.06e-100
GLO1,ENSG00000124767.6,113.542,47.53,1.239,1.28e-133
SSR1,ENSG00000124783.12,80.811,35.471,1.166,2.73e-75
GTF3C4,ENSG00000125484.11,9.54,4.24,1.008,1.2900000000000001e-56
MBOAT7,ENSG00000125505.16,81.182,27.92,1.507,3.4000000000000006e-173
SRMS,ENSG00000125508.3,1.63,0.17,1.169,7.1e-87
IL1B,ENSG00000125538.11,2.74,0.67,1.163,1.49e-25
OVOL2,ENSG00000125850.10,16.511,7.6,1.026,2.95e-101
LAMP5,ENSG00000125869.9,8.02,0.39,2.698,2.28e-142
FAM110A,ENSG00000125898.12,24.33,9.6,1.257,1.8e-132
IFI6,ENSG00000126709.14,302.312,50.348,2.562,1.96e-100
SIX1,ENSG00000126778.8,8.31,2.18,1.55,1.57e-30
FGD3,ENSG00000127084.17,12.8,4.02,1.459,2.1599999999999997e-54
PKMYT1,ENSG00000127564.16,20.97,1.06,3.415,5.75e-270
FBXL16,ENSG00000127585.11,18.17,4.27,1.863,6.46e-69
STYXL1,ENSG00000127952.16,58.1,24.55,1.21,5.67e-163
SRD5A3,ENSG00000128039.10,37.901,14.14,1.361,7.73e-127
RASL11B,ENSG00000128045.6,4.65,1.2,1.361,7.069999999999999e-82
PAICS,ENSG00000128050.8,71.828,24.65,1.506,1.7599999999999999e-146
PPAT,ENSG00000128059.8,8.87,3.29,1.202,9.22e-101
RAC2,ENSG00000128340.14,29.941,13.93,1.051,6.7e-54
RIBC2,ENSG00000128408.8,3.2,0.54,1.447,6.46e-133
IFT22,ENSG00000128581.15,42.399,18.68,1.141,4.02e-127
KNSTRN,ENSG00000128944.13,16.13,6.56,1.18,1.16e-119
LOXL1,ENSG00000129038.15,82.059,19.77,2.0,1.0300000000000002e-129
FAM64A,ENSG00000129195.15,5.06,0.35,2.166,5.23e-172
TXNDC17,ENSG00000129235.10,137.51,56.11,1.278,5.38e-205
FOXA1,ENSG00000129514.5,158.253,19.84,2.934,1.04e-58
SGOL1,ENSG00000129810.14,3.15,0.19,1.802,2.1700000000000002e-163
GAMT,ENSG00000130005.11,36.211,16.829,1.061,2.27e-14
PVRL2,ENSG00000130202.9,162.59,64.96,1.31,2.5e-123
LSM4,ENSG00000130520.10,136.106,57.059,1.24,6.79e-215
PAK4,ENSG00000130669.17,54.921,23.62,1.184,3.48e-113
RBBP8NL,ENSG00000130701.3,3.52,1.01,1.169,7.47e-105
SMPDL3B,ENSG00000130768.14,11.36,3.29,1.527,2.11e-114
GINS2,ENSG00000131153.8,8.41,1.4,1.971,1.05e-173
F12,ENSG00000131187.9,7.65,1.06,2.07,3.0699999999999998e-139
IDO1,ENSG00000131203.12,4.03,1.29,1.135,3.4600000000000003e-29
PPT1,ENSG00000131238.16,137.253,53.88,1.333,7.57e-108
RAB11FIP4,ENSG00000131242.15,12.25,3.1,1.692,1.8e-111
NAPSB,ENSG00000131401.11,9.76,2.83,1.49,1.41e-63
TUBG1,ENSG00000131462.7,42.34,19.69,1.067,7.81e-122
NINJ1,ENSG00000131669.9,128.702,62.608,1.028,3.82e-78
TOP2A,ENSG00000131747.14,31.71,1.18,3.907,1.78e-275
FAAP24,ENSG00000131944.9,4.82,1.89,1.01,1.9e-146
MATN3,ENSG00000132031.12,9.24,2.43,1.578,2.84e-62
NUP210,ENSG00000132182.11,21.711,4.14,2.144,1.6000000000000002e-213
RAMP1,ENSG00000132329.10,12.92,4.06,1.46,1.2399999999999999e-48
RAN,ENSG00000132341.11,481.802,221.904,1.115,8.5e-156
PCNA,ENSG00000132646.10,117.27,35.131,1.711,1.34e-209
RAB25,ENSG00000132698.13,160.819,34.189,2.201,4.63e-196
MTL5,ENSG00000132749.10,21.07,5.18,1.836,1.46e-121
EPSTI1,ENSG00000133106.14,10.01,4.45,1.014,1.33e-38
POSTN,ENSG00000133110.14,404.921,65.48,2.61,8.58e-99
SLC39A11,ENSG00000133195.11,43.299,13.98,1.564,2.1800000000000002e-125
RARRES3,ENSG00000133321.10,193.085,69.041,1.47,5.14e-50
HRASLS2,ENSG00000133328.3,4.25,1.34,1.166,1.23e-31
TMEM254,ENSG00000133678.13,52.811,20.22,1.342,2.67e-118
LRRCC1,ENSG00000133739.15,12.42,5.38,1.073,1.48e-65
MICAL2,ENSG00000133816.13,21.891,6.83,1.548,6.42e-97
TTC9,ENSG00000133985.2,8.83,2.93,1.323,9.1e-86
VAV3,ENSG00000134215.15,63.399,16.46,1.883,1.2999999999999999e-61
PSRC1,ENSG00000134222.16,7.62,2.68,1.228,3.63e-121
TMEM106C,ENSG00000134291.11,93.59,45.911,1.012,1.88e-86
RSAD2,ENSG00000134321.11,8.92,2.83,1.373,7.129999999999999e-52
TIMM17A,ENSG00000134375.10,62.201,28.699,1.09,1.3e-159
GRP,ENSG00000134443.9,6.04,0.39,2.341,1.79e-36
TMEM241,ENSG00000134490.13,19.569,7.5,1.275,2.46e-108
HOOK1,ENSG00000134709.10,10.76,4.59,1.073,2.82e-74
FADS2,ENSG00000134824.13,40.961,12.18,1.671,2.9300000000000004e-35
NREP,ENSG00000134986.13,51.732,15.77,1.653,2.83e-134
GOLM1,ENSG00000135052.16,100.53,28.369,1.79,6.98e-96
SDS,ENSG00000135094.10,8.35,1.04,2.196,7.0499999999999994e-146
OASL,ENSG00000135114.12,6.28,1.38,1.613,2.3600000000000002e-73
RNFT2,ENSG00000135119.14,3.31,0.78,1.276,4.940000000000001e-124
PRRG4,ENSG00000135378.3,8.07,2.59,1.337,1.22e-92
TROAP,ENSG00000135451.12,12.04,0.94,2.749,3.0700000000000003e-208
ESPL1,ENSG00000135476.11,3.44,0.52,1.546,1.31e-141
MAP7,ENSG00000135525.18,20.93,7.1,1.437,1.75e-111
PKIB,ENSG00000135549.14,36.081,6.45,2.315,1.96e-90
KCNK1,ENSG00000135750.14,15.64,3.83,1.785,2.8099999999999996e-45
NTPCR,ENSG00000135778.11,68.831,32.81,1.046,4.77e-117
LCP1,ENSG00000136167.13,45.711,20.23,1.138,2.25e-39
MRPL47,ENSG00000136522.13,49.7,24.15,1.011,9.720000000000001e-179
EPRS,ENSG00000136628.17,77.632,30.86,1.303,1.96e-204
IL1RN,ENSG00000136689.18,8.44,2.87,1.286,1.32e-41
UGGT1,ENSG00000136731.12,18.12,8.23,1.051,1.0600000000000001e-99
LMX1B,ENSG00000136944.17,14.08,5.7,1.17,2.67e-47
PPIL1,ENSG00000137168.7,27.751,11.49,1.203,3.55e-148
TMEM63B,ENSG00000137216.18,33.07,14.34,1.151,2.2e-131
UQCC2,ENSG00000137288.9,100.572,35.981,1.458,1.09e-194
HMGA1,ENSG00000137309.19,77.648,26.629,1.509,3.8999999999999996e-135
IER3,ENSG00000137331.11,112.571,36.001,1.618,3.43e-74
TPMT,ENSG00000137364.4,14.15,5.42,1.239,4.209999999999999e-140
FHDC1,ENSG00000137460.8,4.12,1.34,1.13,1.31e-90
GGH,ENSG00000137563.11,23.95,8.55,1.385,2.33e-60
SULF1,ENSG00000137573.13,71.52,18.32,1.908,4.87e-103
MMP13,ENSG00000137745.11,5.71,0.02,2.718,6.85e-112
NUSAP1,ENSG00000137804.12,25.72,1.89,3.209,2.88e-260
KIF23,ENSG00000137807.13,11.41,1.69,2.206,2.7799999999999998e-191
ITGA11,ENSG00000137809.16,10.82,4.43,1.122,5.6200000000000004e-33
STRA6,ENSG00000137868.18,4.27,1.43,1.117,2.74e-51
EPT1,ENSG00000138018.17,10.72,4.48,1.097,1.54e-90
KIF11,ENSG00000138160.5,8.96,0.65,2.594,7.27e-232
OLA1,ENSG00000138430.15,117.587,44.08,1.395,3.85e-134
PARP9,ENSG00000138496.16,43.26,18.85,1.157,2.92e-80
LEF1,ENSG00000138795.9,15.64,5.04,1.462,1.31e-83
ERP27,ENSG00000139055.6,11.82,2.48,1.881,1.16e-60
TMEM19,ENSG00000139291.13,18.25,7.41,1.195,3.88e-63
LUM,ENSG00000139329.4,634.114,309.028,1.035,3.9e-22
SDSL,ENSG00000139410.14,15.73,5.15,1.444,2.8799999999999996e-126
GALNT6,ENSG00000139629.15,59.792,11.81,2.247,2.23e-77
TMBIM6,ENSG00000139644.12,610.691,284.029,1.102,8.42e-69
SORD,ENSG00000140263.13,34.719,7.15,2.132,1.47e-102
SLC27A2,ENSG00000140284.10,3.89,0.85,1.402,3.0500000000000003e-32
PCSK6,ENSG00000140479.16,15.63,5.74,1.303,3.9699999999999995e-30
FANCI,ENSG00000140525.17,14.27,3.66,1.712,8.19e-162
IGSF6,ENSG00000140749.8,5.04,1.78,1.119,3.99e-58
MARVELD3,ENSG00000140832.9,12.1,4.7,1.201,1.8300000000000002e-103
TOM1L1,ENSG00000141198.13,42.349,16.12,1.34,2.09e-67
SKAP1,ENSG00000141293.15,14.11,4.25,1.525,9.419999999999999e-54
LRRC46,ENSG00000141294.9,3.4,0.82,1.274,1.19e-68
SLC39A6,ENSG00000141424.12,254.901,48.711,2.364,1.03e-60
GALNT1,ENSG00000141429.13,48.22,22.941,1.04,8.06e-59
SLC16A3,ENSG00000141526.14,22.941,10.56,1.05,9.829999999999999e-52
PMAIP1,ENSG00000141682.11,9.42,2.07,1.763,2.13e-93
P3H4,ENSG00000141696.12,20.831,6.88,1.47,1.3900000000000002e-144
ERBB2,ENSG00000141736.13,112.539,48.06,1.211,5.52e-61
PPAP2C,ENSG00000141934.9,90.993,35.089,1.35,6.84e-95
TRPM2,ENSG00000142185.16,10.54,3.23,1.448,1.86e-76
PLK4,ENSG00000142731.10,5.95,1.54,1.452,1.05e-133
KIF2C,ENSG00000142945.12,9.85,0.78,2.608,6.58e-205
IGSF3,ENSG00000143061.17,16.01,4.63,1.595,1.16e-98
PSMA5,ENSG00000143106.12,75.342,35.321,1.072,8.82e-193
TIPRL,ENSG00000143155.12,28.13,13.3,1.026,8.219999999999999e-115
POGK,ENSG00000143157.11,25.109,10.98,1.124,1.16e-113
TMCO1,ENSG00000143183.16,175.898,52.859,1.716,1.2099999999999999e-189
NUF2,ENSG00000143228.12,9.76,0.57,2.777,4.6e-217
SDHC,ENSG00000143252.14,265.928,124.068,1.094,1.66e-130
MRPL24,ENSG00000143314.12,142.044,64.722,1.122,2.59e-130
PIGM,ENSG00000143315.6,9.97,3.48,1.292,4.99e-135
ISG20L2,ENSG00000143319.16,39.769,15.72,1.286,1.7599999999999999e-115
HDGF,ENSG00000143321.18,265.339,117.652,1.167,4.36e-173
RGS16,ENSG00000143333.6,13.91,5.11,1.287,8.49e-56
PRUNE,ENSG00000143363.15,33.219,15.08,1.09,2.49e-116
TUFT1,ENSG00000143367.15,25.37,8.41,1.487,4.3200000000000005e-124
SF3B4,ENSG00000143368.9,77.637,35.099,1.123,3.91e-171
OAZ3,ENSG00000143450.14,7.37,2.73,1.166,4.4e-88
GOLPH3L,ENSG00000143457.10,36.9,15.68,1.184,2.03e-78
INTS7,ENSG00000143493.12,18.34,5.52,1.569,9.91e-208
SUSD4,ENSG00000143502.14,13.5,4.11,1.505,1.49e-66
TPM3,ENSG00000143549.19,383.344,147.277,1.374,1.3e-202
ILF2,ENSG00000143621.16,210.59,96.241,1.122,2.66e-153
SCCPDH,ENSG00000143653.9,52.819,19.88,1.366,5.1e-60
SRP9,ENSG00000143742.12,335.669,117.14,1.511,8.33e-196
NVL,ENSG00000143748.17,27.94,12.54,1.096,5.84e-131
MBOAT2,ENSG00000143797.11,23.18,10.11,1.122,2.39e-63
PARP1,ENSG00000143799.12,96.388,30.651,1.622,4.14e-208
ETNK2,ENSG00000143845.14,26.31,11.61,1.115,1.38e-25
HES6,ENSG00000144485.10,6.3,1.67,1.451,1.12e-84
FANCD2,ENSG00000144554.10,10.31,4.43,1.059,2.0299999999999998e-104
SRPRB,ENSG00000144867.11,55.699,24.34,1.162,6.689999999999999e-147
NCEH1,ENSG00000144959.9,8.44,3.44,1.088,3.28e-53
